id,popularity,vote_average,vote_count,averageRating,numVotes
566646,0.6,7.0,1,7.6,
566742,0.958,7.0,1,7.5,112
642434,1.596,4.0,,5.3,101
918677,2.401,10.0,1,7.1,578
566751,0.6,7.0,1,4.4,25
642392,1.197,6.0,1,7.0,83
566764,0.6,9.0,1,,11
766510,goes to a shopping center to buy some items for her friend who is waiting for her baby,7.0,1,Tamer Ashry,Haitham Dabbour
918535,0.6,6.0,1,,29
766530,0.6,8.0,1,3.5,27
823372,0.691,4.5,1,8.2,47
766517,"every driver has a particular look in their eyes when it comes to racing.\\"" Follow the exciting lives of four international racing drivers - Scott Dixon""",8.0,1,,Virginie Dulauroy
971153,0.6,10.0,1,,
566571,"0,6",8.0,1,6.5,21
566579,0.6,4.0,1,5.0,38
823399,2.354,8.0,1,5.1,478
566626,0.6,6.0,1,6.7,14
642552,0.6,10.0,1,7.5,71
642548,0.6,5.0,1,7.1,12
566546,0.6,3.0,1,4.0,13
566543,0.6,1.0,1,,19
748524,0.679,4.0,1,7.4,213
565579,"0,6",8.0,,5.8,371
971884,0.6,9.0,1,7.8,594
565581,0.6,8.0,1,,58
565517,0.6,5.0,1,6.1,24
823159,0.6,8.0,1,7.2,41
643342,"0,6",10.0,1,6.5,29
565604,0.633,9.0,1,3.9,74
918023,0.6,7.0,1,6.9,53
971816,0.723,10.0,1,5.9,282
837169,"fast and aggressive metal from a once-in-a-lifetime performance twenty years in the making.\"",10.0,1,,7.5
565636,0.6,8.0,,7.5,
748422,0.6,7.0,1,6.8,19
1314335,0.6,6.0,1,5.8,278
1314335,0.6,6.0,1,5.8,278
643428,0.6,8.0,1,7.1,19
643440,0.627,10.0,1,8.3,15
643443,0.6,8.0,1,7.9,13
643425,0.635,8.0,1,7.8,24
766958,0.6,1.0,1,7.8,31
971945,1.96,1.0,1,4.8,83
823152,1.093,7.0,,5.1,50
565469,0.737,8.0,1,5.3,114
766976,0.6,1.0,1,8.7,13
766967,0.662,6.0,,7.7,90
643273,1.382,8.0,1,7.2,19
643059,0.6,6.0,1,6.3,571
918176,1.813,3.5,1,4.9,264
565924,1.133,6.5,1,4.0,68
918177,11.102,6.0,1,6.0,746
823238,0.6,10.0,1,5.1,17
918117,on stage I always feel very good,8.0,1,,France
766790,1.4,10.0,,7.6,44
918118,0.84,3.0,1,4.6,112
766785,0.636,8.0,1,7.0,
565862,0.88,10.0,,9.2,108
837133,1.131,10.0,,6.2,50
565979,1.5,10.0,1,5.3,48
565982,0","6""",6.0,1,7.3,19
748482,0.6,6.0,1,6.7,63
748477,"1,4",1.0,1,4.2,155
565929,0.678,3.0,1,3.6,219
565937,0.6,4.0,1,3.7,145
643002,0.628,7.0,1,,199
823199,0.6,6.0,1,4.6,33
565732,"0,6",6.0,1,7.1,37
565707,0.876,6.0,1,8.6,78
643272,0.893,10.0,,4.6,24
971794,2.362,8.0,1,7.0,35
766803,0.668,6.0,1,6.2,54
918077,0.6,10.0,1,,23
643222,0.6,50.0,1,3.9,52
971754,"0,6",6.0,1,5.1,7
643190,1.132,20.0,1,5.6,31
823211,0.709,7.0,1,6.4,89
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,,6181
1414720,"1,4",2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,20.0,1,4.3,6181
1414720,"1,4",2.0,1,4.3,
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
1414720,1.4,2.0,1,4.3,6181
748700,0.6,70.0,1,7.2,29
766184,"0,65",10.0,1,8.6,8
567729,0.84,10.0,1,6.6,65
766197,0.6,10.0,1,7.3,7
823631,1.254,8.0,1,7.0,304
567700,0.6,9.0,1,6.5,18
567711,"\\"" to see an old girlfriend. They don't make it but they battle with segregation""",7.0,1,United States of America,English
766167,"0,671",8.0,1,2.5,31
970359,0.6,5.0,1,6.2,18
970369,0.928,80.0,1,7.7,61
970352,0.695,9.0,1,4.4,44
919297,2.315,8.0,1,4.7,
766165,1.16,7.5,1,7.4,127
567792,"1,14",5.0,1,6.2,
567793,1.168,4.0,1,4.5,154
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,20.0,1,4.3,6181
1315360,1.272,20.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,20.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,
1315360,1.272,2.0,,4.3,6181
1315360,"1,272",2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,"1,272",2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,,4.3,6181
1315360,1.272,2.0,1,4.3,6181
1315360,1.272,2.0,1,4.3,6181
567814,1.353,6.0,,6.0,80
641638,0.6,100.0,1,7.5,13
641737,0.631,6.0,1,6.8,46
567551,0.879,3.0,1,6.8,66
970560,1.202,8.0,1,6.4,
567565,0.824,5.0,1,9.5,20
567543,"0,831",5.0,,6.3,15
748669,0.6,6.0,,6.2,15
748676,"0,6",4.0,1,5.1,23
641763,"Artem meets Marina and falls in love with her. And she turns out to be an investigator and really wants to catch Felix red-handed.\"",4.5,1,Tikhon Kornev,
823599,1.164,4.0,,5.9,
970577,0","6""",7.0,,7.3,
970535,0.6,7.0,1,6.5,42
766209,"the stars must overcome obstacles and complete challenges to restore the joy of the season.\"",9.0,1,,
641683,0.687,7.0,1,5.7,12
567612,0.6,6.0,1,6.4,18
823612,1.4,6.0,,5.1,122
567599,1.844,8.0,1,6.7,18
567602,0.6,7.0,1,6.9,17
567616,0.92,10.0,1,7.5,
970209,2.869,7.0,1,6.6,108
568028,0.889,8.0,1,6.8,80
568029,0","831""",6.5,1,7.3,34
823715,0.706,1.0,1,5.0,25
641392,"0,6",5.0,1,5.6,8
641362,0.693,10.0,1,7.7,121
568192,0.6,7.0,,6.5,28
766042,0.6,4.0,1,3.7,74
823745,"1,393",7.0,1,6.4,13
568189,0.6,6.0,1,6.9,28
568195,0.6,7.0,1,6.3,13
568196,0.6,7.0,1,7.0,23
641328,0.6,4.0,1,7.3,24
766049,0.6,8.0,1,7.2,9
970164,0.632,8.0,1,7.8,6
568158,Australia. Following the life of an ex-commando living in a city that is controlled by criminals; The Northside Crew,4.0,1,English,
568026,"2,053",4.0,,5.6,112
970321,1.96,6.0,1,6.6,204
837015,1.536,6.0,1,8.0,159
567898,0.67,2.0,1,2.8,84
567882,0.6,7.5,1,6.8,22
748743,1.4,5.0,,7.3,223
567884,0.6,7.0,1,7.1,205
919340,"0,6",1.0,1,3.3,121
641495,0.6,3.5,1,7.7,41
766082,0.91,6.0,1,6.0,116
567962,"a psychotic escaped patient from Arkham Asylum decides to have some fun at the expense of six patrons of a 24 Hour Diner.\"",10.0,1,Neil Gaiman", Nicholas Brown," Evan Henderson""",7.0
567958,Sunny had to go ashore all the way to be searched,6.0,1,She dreams of going to school.. but she's not from around here!,"Fantasy, Comedy, Romance"
567957,0.6,1.0,1,5.3,37
641441,0.6,5.0,1,5.5,13
641821,0.6,8.0,1,8.3,14
567492,"2,569",6.0,1,6.6,
567037,1.065,10.0,1,6.7,8
567051,0.6,0.0,1,4.4,110
1315017,0.0,9.0,,8.8,15
567066,0.868,5.0,1,5.1,84
837097,2.006,8.0,1,8.0,107
642227,0.686,8.0,1,6.9,47
567139,0.728,4.0,1,4.5,80
567148,1.687,6.0,1,6.0,104
567156,0.6,6.0,1,,44
642122,1.187,6.0,1,4.8,47
748604,0.6,10.0,1,7.8,8
642197,0.6,10.0,1,7.3,54
823479,0.62,7.0,1,7.4,22
567126,"astute and clever standup ever\\"".\""""",7.0,1,Dennis Miller,5.7
766384,1.012,6.0,1,7.0,191
566915,0.6,6.0,1,7.4,30
566923,0.638,4.0,1,5.3,36
970943,0.713,8.0,1,6.1,246
1354239,1.4,5.0,1,7.0,497
642336,0.6,6.0,1,7.4,5
566900,1.176,2.0,1,7.6,74
642320,0.6,10.0,1,7.2,43
566938,1.17,10.0,,5.6,348
918839,0.6,9.0,1,8.7,
766419,0.991,90.0,1,6.2,
766425,0.889,4.0,1,6.6,74
642266,1.388,8.0,1,5.5,51
970933,"somebody would have to make a montage of all my film deaths.\\"" Udo Kier (Interview Subway Magazine #145""",6.0,1,Jan Soldat,
567404,"0,6",4.0,1,6.7,41
919080,0.961,10.0,1,6.7,182
567337,0.679,10.0,1,4.6,42
748635,1.239,7.0,1,7.4,101
567355,2.8,45.0,1,6.9,22
748638,1.023,10.0,1,7.8,80
567418,0.6,2.0,1,3.3,72
567488,0.889,10.0,1,7.5,41
567458,0.6,5.0,1,6.1,17
567420,"0,6",8.0,1,7.2,8
567187,0.6,6.0,1,8.0,11
970805,0.6,10.0,1,9.7,70
970727,0.627,7.0,1,,170
567290,0.925,6.0,1,5.0,114
567295,0.6,8.0,1,6.5,44
642030,0.64,4.0,1,4.3,51
567246,0.6,8.0,1,8.1,75
918988,0.6,65.0,1,7.2,8
970760,0.704,8.0,1,6.6,197
563211,0.6,80.0,,6.4,21
563230,2.978,6.0,1,3.8,53
644764,0.6,1.0,1,7.5,13
916963,0.756,5.0,1,6.6,410
644754,0.628,1.0,1,6.6,13
822761,0.6,5.0,1,6.5,8
644748,"0,6",6.0,1,3.8,
822762,0.6,5.0,1,6.5,15
1355547,0.6,10.0,1,6.9,38
767513,0.6,10.0,1,5.5,7
822776,0.6,8.0,1,7.1,32
973619,1.394,8.0,1,6.5,
563035,0.6,6.0,1,6.2,24
973759,1.192,10.0,1,7.8,196
973758,1.65,2.0,1,8.1,72
822731,0.6,10.0,1,6.7,16
563128,0.6,6.0,1,,12
563129,2.141,3.0,1,4.1,189
563140,"1,398",8.0,1,6.8,74
563142,0.884,4.0,1,7.2,97
563116,0.84,10.0,1,6.0,98
563150,2.795,2.0,1,4.5,251
644784,"0,956",10.0,1,6.9,1865
822745,0.997,10.0,1,5.1,27
767534,"0,96",10.0,1,7.7,156
644822,"0,632",10.0,1,3.1,165
644787,0.6,6.0,1,6.8,26
916926,2.484,6.0,1,7.6,56
644802,"0,6",7.0,1,5.5,8
563368,1.377,10.0,1,,64
644492,0.889,6.0,1,7.7,87
563626,0.878,2.0,1,3.5,29
767423,1.954,5.0,1,7.3,107
767421,0.6,7.0,1,5.8,7
563609,1.16,6.0,1,6.2,975
644449,0.6,5.0,1,6.4,19
748206,0.6,7.0,1,7.9,16
644446,0.6,4.0,1,6.7,54
917168,0.729,4.0,1,4.7,45
917170,0.6,2.0,1,6.5,40
917172,0.69,6.5,1,5.3,74
563665,"0,63",4.0,1,6.2,37
767412,2.029,6.0,1,4.5,36
563704,0.6,10.0,1,6.7,53
563705,0.672,4.0,1,4.7,116
563441,0.6,7.0,1,6.9,21
767494,0.634,10.0,1,,6
563479,he must duck and dodge her nunchuck-wielding brother,6.0,1,"road trip, coming of age, awkward",
644652,1.732,1.0,1,6.3,84
644670,0.6,3.0,1,4.9,74
563419,0.88,6.0,1,5.5,50
644538,"0,6",5.0,1,8.0,89
644593,0.631,1.0,1,,12
563509,0.6,6.0,1,5.4,20
917085,"0,637",6.0,1,7.4,19
822585,0.642,7.0,1,8.5,35
974240,0.84,8.0,1,6.7,32
645203,"and how a now divided country might be re-united.\"",5.0,1,Kieran Hodgson,7.2
916561,0.84,6.0,1,7.6,64
562305,rarely visited wilderness,1.0,1,Taylor Keating"," Cedar Wright""",
916584,"0,6",4.0,,,25
562323,0.685,2.0,1,8.2,118
645150,0.6,5.0,1,6.9,20
822599,0.6,8.0,1,8.5,29
822615,0.6,8.0,1,7.5,22
974219,0.735,4.0,1,7.0,25
645179,0.897,10.0,1,,101
822588,2.259,10.0,1,6.7,103
645169,0.6,1.0,1,7.7,9
562092,0.983,10.0,,7.3,48
974432,0.907,10.0,1,,10
562096,"0,6",1.0,1,3.3,3525
974449,"0,6",2.0,1,6.8,12
562035,0.6,3.0,1,6.4,
562036,1.158,8.0,1,7.2,293
748137,0.6,0.5,,6.1,11
562087,1.4,2.0,1,6.2,47
974394,3.91,3.0,1,6.7,27
767734,0.6,10.0,1,6.9,9
822573,0.912,6.0,1,6.9,126
645270,0.6,10.0,,6.8,57
645257,0.6,2.0,1,6.9,65
822581,0.683,8.0,1,5.8,195
974380,0.669,7.0,1,6.2,414
562210,1.127,1.0,1,,28
645275,0.682,50.0,1,,26
645120,0.6,5.0,,,
562477,0.713,6.0,1,6.9,16
562786,0.67,3.0,1,2.8,106
644968,0.6,6.0,1,7.0,30
562835,"1,229",6.0,1,7.1,37
916800,2.643,10.0,1,,17
644981,0.6,6.0,1,5.6,15
562742,2.26,10.0,1,5.5,154
562758,0.6,70.0,1,7.0,9
644953,0.6,4.0,1,5.4,22
973781,1.875,20.0,1,5.9,56
644950,0.687,40.0,1,3.1,551
562901,0.6,5.0,1,6.5,22
562690,0.6,6.0,1,7.3,44
916718,0.6,5.0,1,6.7,46
767650,"0,6",7.75,1,7.5,31
974079,0.658,3.0,1,6.7,208
916723,1.207,7.0,1,4.9,
916677,"leading to the deaths of his relatives one by one, When the girl he likes",1.0,1,,
767667,"1,162",5.5,1,5.6,33
767661,0.948,9.0,1,7.6,3197
562496,0.63,8.0,1,6.8,15
562638,3.172,7.0,1,5.9,
645021,"searching for a solution to his problems and a way to ensure his sister's continued support.\"",1.0,1,Christian Edvard Halberg,5.9
645061,0.6,8.0,1,6.9,10
645039,1.157,9.0,1,8.3,121
562607,0.6,7.0,1,6.6,23
917174,0.6,7.0,1,6.1,24
1355017,1","4""",6.0,,6.5,11
643730,1.197,9.0,1,,
917708,0.912,3.0,1,3.7,46
837230,0.6,1.0,1,6.8,15
972426,1.045,10.0,1,6.9,67
564642,0.6,5.0,1,5.5,74
564636,0.6,3.5,1,7.5,15
748315,0.6,6.0,1,7.0,6
972491,1.818,2.0,,5.2,94
564651,0.6,3.0,,4.6,87
1576650,0.15,1.0,1,3.1,3269
1576650,0.15,1.0,1,3.1,
1576650,0.15,1.0,1,3.1,3269
1576650,"0,15",1.0,1,3.1,3269
1576650,0.15,1.0,1,3.1,3269
1576650,0.15,1.0,1,3.1,3269
1576650,"0,15",1.0,1,3.1,3269
1576650,0.15,1.0,1,3.1,3269
1576650,0.15,10.0,1,3.1,3269
1576650,"0,15",1.0,1,3.1,
1576650,0.15,1.0,1,3.1,3269
1576650,0.15,1.0,1,3.1,3269
643743,the group slowly starts to realize their stories are starting to tie together,7.0,1,,Tim Bell
972414,1.4,60.0,1,7.5,24
643698,0.6,1.0,1,6.0,
972348,1.553,10.0,1,5.8,60
564835,1.4,9.0,1,7.4,76
643713,"0,6",7.0,1,5.5,
564763,0.883,10.0,1,7.6,102
917719,2.725,2.0,1,8.1,
643836,0.6,10.0,1,7.0,72
972578,"0,6",5.0,1,6.3,26
1313756,1.4,10.0,1,9.0,10
564518,"0,628",2.0,1,3.9,29
643841,0.974,10.0,1,7.5,26
748287,0.6,2.0,1,8.6,10
748288,1.178,8.0,1,7.6,17
643760,0.6,3.0,1,3.2,31
564615,0.6,7.0,1,,41
564551,1.602,7.0,1,7.3,74
564557,0.636,8.0,1,7.6,96
972549,1.83,10.0,1,,
643802,0.682,6.0,1,6.5,
748302,0.84,8.0,1,6.5,37
643675,0.627,40.0,,5.1,14
823105,1.838,5.0,1,,677
643503,0.879,5.0,1,,141
643496,0.976,5.0,,4.9,62
643518,0.752,6.0,,7.0,502
748340,"0,6",5.0,1,6.8,56
565208,unaware of any pending deportation,1.0,1,Anike Tourse,
565283,0.6,3.0,1,8.9,25
565297,0.6,10.0,1,3.6,48
565256,0.6,9.0,1,6.8,27
565087,1.376,7.0,1,6.0,48
917777,1.4,3.0,1,5.0,163
917779,0.6,2.0,1,4.6,137
643628,"0,6",4.0,1,5.9,34
564953,"\\"" \""\""Good Time""",10.0,1,,Music
564973,0.6,2.0,1,3.2,257
643657,0.658,2.0,1,3.8,86
972258,2.178,9.0,1,4.5,180
565052,0.6,10.0,1,4.8,48
972209,0.6,0.0,1,7.1,93
643571,1.896,10.0,1,6.7,149
565023,1.162,9.0,1,8.4,39
917793,0.636,6.0,1,7.3,19
917800,0.6,6.0,1,7.5,54
643592,0.6,5.0,1,6.7,53
563743,"1,261",7.0,1,5.8,179
564127,0.938,6.0,1,5.9,104
563975,"0,6",10.0,1,7.0,23
644174,0.889,6.0,1,7.4,92
564033,0.6,10.0,1,4.9,14
563974,0.6,6.5,1,6.7,266
917388,0.6,1.0,1,6.4,711
564073,"customers and employees experience \\""Amor Primo\""\"".\""""",2.0,1,Jean Santos,5.0
972882,1.855,7.0,1,6.1,48
564113,0.926,8.0,1,7.1,33
564115,"0,691",4.0,1,6.8,28
644160,0.895,3.0,1,5.1,55
564057,0.6,5.0,1,6.1,74
917394,0.661,10.0,1,8.8,5
917356,2.141,2.0,1,5.7,153
767334,0.6,5.0,1,5.2,18
563781,0.6,4.0,,5.1,104
973156,following a mysterious File 631,10.0,1,but also his character,noting the duplicity
644423,"0,674",4.0,1,5.3,269
767383,0.6,3.0,1,6.9,144
917184,0.6,10.0,,7.5,65
563758,0.6,8.0,1,8.0,57
644409,1.759,1.0,1,5.9,145
1313370,0.0,10.0,1,8.1,10
644213,0.6,1.0,1,5.6,14
917324,2.157,4.0,1,3.8,77
644241,0.6,9.0,1,7.4,15
822917,0.836,10.0,1,7.3,9
917319,2.327,6.0,1,4.4,85
644262,"0,6",6.0,1,4.3,47
644091,0.651,5.0,1,7.0,41
822980,1.366,60.0,1,,69
564138,controlling,3.0,1,,Thriller
767210,"0,689",7.0,1,3.1,25
748248,"0,904",7.0,1,7.6,41
917549,2.419,1.0,1,5.1,208
972720,0.903,2.0,1,5.6,26
767204,1.435,8.0,1,2.6,
972712,0.6,2.0,1,6.5,18
643958,0.6,1.0,1,,9
564305,0.6,1.0,1,6.2,13
767231,0.6,10.0,1,6.9,13
643976,0.6,1.0,1,,14
643927,0.6,10.0,1,6.9,17
564356,1.828,7.0,1,6.2,218
1313696,1.4,10.0,1,8.7,7
917622,"1,4",1.0,,,122
972671,1.587,6.0,,6.0,111
972706,1.844,7.5,1,,218
643924,0.632,2.0,1,,37
643922,0.6,2.0,1,4.0,12
564363,2.264,2.0,1,4.5,250
972701,0.6,10.0,1,5.4,47
748282,1.136,3.0,1,6.6,20
564385,0.6,10.0,1,,54
564288,"\\"" a sadistic curator of carnage who was has chosen the drifter to be the heir to take over his evil operation.\""""",1.0,1,Brockton McKinney,
917486,"0,6",2.0,1,7.0,24
972830,1.232,8.0,1,6.1,520
1313569,"1,4",2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,"1,4",2.0,1,,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,,6181
1313569,1.4,20.0,,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,"1,4",2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,,4.3,6181
1313569,1.4,2.0,1,4.3,6181
1313569,1.4,2.0,1,4.3,6181
564144,0.986,6.5,1,2.8,162
564146,1.515,8.0,1,4.9,35
644079,0.6,5.0,1,6.6,15
644054,1.382,6.0,1,5.2,24
564281,0.657,10.0,1,4.7,111
644007,1.206,5.0,,5.5,32
564231,0.709,7.0,1,7.1,
564235,0.978,7.0,1,7.5,24
572215,0.6,7.0,1,7.3,29
638618,"0,806",0.0,1,6.2,51
967528,"0,94",8.0,1,7.0,36
572190,"0,6",6.0,1,6.5,15
638659,0.923,10.0,1,7.7,86
638658,0.645,8.0,1,7.4,47
967549,0.89,7.0,1,6.3,200
967544,0.6,70.0,1,,9
749312,1.237,7.0,1,7.4,89
572289,1.38,70.0,1,4.3,50
572281,"0,6",6.0,1,5.5,
572285,0.6,6.0,1,6.3,13
572309,0.893,4.0,1,,113
764891,"0,6",5.0,1,8.0,5
638601,0.6,8.0,1,7.7,74
638592,0.6,10.0,1,,166
638774,0.6,7.0,1,6.4,6
638772,"0,882",7.0,1,6.4,94
764946,0.6,6.0,,7.4,33
572032,0.6,6.0,1,,23
572012,0.626,1.0,1,6.9,18
967572,1.484,10.0,1,7.7,
967572,1.484,10.0,1,7.7,148
572118,0.766,10.0,1,8.1,922
572131,0.6,1.0,1,7.2,65
572104,0.63,9.0,1,7.1,67
572072,0.6,5.0,1,7.6,13
824643,0.6,6.0,1,7.5,
921408,1.026,8.0,1,6.3,35
638704,0.641,5.0,1,5.2,
638702,2.287,3.0,1,4.6,172
572094,0.6,8.0,1,8.2,13
967586,1.542,4.0,1,4.1,81
638695,0.765,7.0,,6.1,55
638692,0.6,7.0,1,7.5,12
764934,0.692,7.0,1,7.1,14
749291,2.652,10.0,1,7.1,95
572328,0.6,6.0,1,7.5,14
638388,0.6,8.0,1,6.8,6
638381,"0,6",6.5,1,6.3,28
764811,0.6,8.0,1,7.2,37
572633,1.215,5.0,1,5.1,34
921640,2.892,6.0,1,6.3,76
764802,"in which Ivan played himself as the main character, Russia’s most important festival Kinotavr declared it the best script and the film also received the award of the Russian Film Critics Guild, Now",4.0,1,Russian,
572654,"0,6",7.0,1,,57
967229,0.909,2.0,1,8.1,15
764813,0.902,3.0,1,4.1,85
764830,"0,6",6.0,1,7.4,68
572617,1.274,6.0,1,6.6,14
967252,2.241,8.0,1,7.0,148
572615,"0,6",9.0,1,8.0,22
572664,a group of mice find a gold ring-pull that seems to have a mysterious effect on one of them. Not so far from them,6.0,1,"Jade Baillargeault, Nazli Doale, Dimitri James, Quang Daniel La, Morgane Lau, Mélanie Pango, Manon Pringault",
638328,0.6,60.0,1,7.0,50
638321,1.166,5.0,1,7.5,8
572724,0.681,5.0,1,6.7,97
836557,0.64,9.0,1,8.0,13
921681,0.6,80.0,1,7.9,2284
764787,0.84,6.0,,,31
921661,0.92,10.0,1,7.7,25
836561,0.891,8.0,1,7.7,15
967219,0.6,9.0,1,8.7,
921669,"0,6",7.0,1,6.7,11
921662,1.879,7.5,1,6.1,889
967206,0.84,5.0,1,7.0,30
572697,0.6,1.0,1,5.9,8
572702,0.6,9.0,1,7.5,18
638535,0.967,8.0,1,,31
967448,1.877,5.5,1,7.7,91
572340,0.6,10.0,1,8.3,7
572445,0.98,2.0,1,3.7,158
572518,0.964,80.0,,6.8,19
572497,0.63,10.0,1,6.0,21
572514,"0,6",7.0,1,6.5,31
764834,5.313,9.0,1,6.0,133
836586,1.304,4.0,1,6.0,37
921586,0.6,6.0,1,6.0,49
572490,0.6,7.0,1,6.6,20
572446,0.84,7.0,1,6.5,
638475,0.628,7.0,1,6.0,35
572461,0.976,1.0,1,4.4,18
764841,4.497,9.0,1,6.2,126
638450,0.6,7.0,1,3.7,16
764840,0.6,5.0,1,7.4,113
572474,0.6,6.0,1,6.3,113
921333,"0,685",8.0,1,7.3,75
968081,1.869,6.0,1,5.8,1130
765090,0.6,2.0,1,7.4,41
920982,1.4,6.0,1,5.4,14
639143,0.882,5.5,1,7.4,43
639160,"0,6",0.0,1,6.2,27
968001,0.922,8.0,1,7.5,67
967998,4.049,10.0,1,6.8,101
968027,3.069,2.0,1,4.1,30
968070,4.088,7.0,1,3.4,645
836707,"0,6",5.0,1,5.4,
571518,0.6,4.0,1,3.8,132
571532,0.913,4.5,1,6.4,51
921036,0.6,5.0,1,7.1,12
1316926,0.6,7.0,1,7.7,36
765128,1.4,4.0,1,5.2,22
571285,2.021,5.5,1,6.7,86
571352,0.629,10.0,1,5.9,17
749159,2.133,1.0,1,5.1,148
749149,0.6,8.0,1,6.6,13
968125,5.657,6.0,1,7.2,35
968122,"1,241",7.0,,5.3,131
639271,0.971,10.0,1,,58
571335,0.6,10.0,1,,
639124,0.6,8.0,1,7.1,12
764957,0.6,7.0,1,8.1,13
836676,1.751,10.0,1,8.9,41
638913,0.6,6.0,1,6.1,48
638952,0.6,5.5,1,7.8,22
749239,0.6,7.0,1,6.4,175
967837,0.6,2.0,1,7.0,8
571815,0.6,2.0,1,5.1,120
967826,1.684,10.0,1,3.3,98
749253,1.379,7.0,1,7.4,30
749257,0.6,8.0,1,8.7,71
638820,0.893,8.0,1,7.1,62
638860,0.6,10.0,1,7.5,257
638907,1.269,7.0,1,8.0,88
571895,"0,629",40.0,1,6.4,33
749215,0.6,4.0,1,6.0,22
639056,0.6,8.0,,7.2,167
967955,0.652,1.5,1,2.1,137
749224,0.6,8.0,1,7.0,7
639106,0.84,6.0,1,5.1,250
639123,0.84,4.0,1,5.1,15
921087,1.4,2.0,1,7.0,161
921133,0.6,8.0,1,8.4,
638973,0.701,1.0,1,,20
765032,1.139,6.0,,7.2,58
765030,0.6,8.0,1,5.1,17
967850,0.6,2.0,1,7.0,8
967849,0.6,8.0,1,7.0,24
638963,0.6,7.0,,7.7,41
967889,0.6,6.0,1,6.2,10
571703,0.835,8.0,1,6.6,47
637607,0.691,9.0,1,6.2,23
573819,0.6,6.0,1,,28
637601,0.6,7.0,1,6.8,41
836456,0.6,10.0,1,7.8,25
637656,0.965,9.0,1,6.4,105
637655,0.6,10.0,1,6.3,21
573772,1.132,2.0,,,39
637630,"0,6",8.0,1,7.7,116
637578,"0,826",5.0,1,5.2,420
637533,0.6,6.0,1,7.8,33
922244,1.867,7.0,1,5.6,65
764470,0.6,7.0,1,,14
922255,1.163,2.0,1,3.8,18
637515,0.6,2.0,,8.0,11
749545,0.6,2.0,1,4.4,14
764490,"0,687",7.0,1,8.2,16
966424,1.142,6.0,1,3.5,44
573871,"0,6",8.0,1,,
573859,1.602,60.0,1,6.3,
573878,0.6,1.0,1,6.8,15
637560,0.917,1.0,1,5.4,139
824915,"0,662",6.0,1,5.0,59
573616,1.048,6.0,1,4.1,100
573622,0.6,10.0,1,6.8,78
637748,0.6,2.0,1,5.1,29
922067,2.668,3.0,1,2.8,134
637787,0.629,6.0,,8.5,30
966637,1.4,8.0,1,6.5,135
573540,1.476,2.0,1,6.5,51
573576,0.6,8.0,1,6.4,37
966626,0.6,4.0,1,6.4,86
573634,0.6,6.0,1,7.1,22
