id,popularity,vote_average,vote_count,averageRating,numVotes
1043835,3.883,3.8,5,6.3,34
766218,0.651,5.0,5,4.9,245
502632,0.6,6.6,5,7.8,
558796,0.6,4.2,5,6.4,208
970512,1.739,6.9,5,3.3,162
567661,0.662,8.2,5,7.6,727
1015381,Tucker. But sparks fly when Frankie meets Jack,6.6,5,"roommate, veterinarian, massachusetts, romance, dating, dog, newspaper editor, animal lover, fiancé fiancée relationship, meet cute, engaged couple, wedding plans, doubts, single woman, pet adoption, dog owner, lgbt interest, delivery driver, wedding preparations, engaged man, veterinary clinic",Andrew Lawrence
484789,1.506,5.8,5,6.4,100
1069327,5.311,6.0,,4.7,70
795892,0.849,6.2,5,6.2,415
454558,0.6,6.4,5,7.3,108
768169,2.611,4.6,5,7.4,202
1075327,2.611,6.6,5,4.9,325
390447,1.824,6.6,5,4.7,342
795803,0.835,6.3,5,6.5,133
559495,"1,052",8.2,5,6.4,469
1043559,1.962,8.2,5,,217
567020,0.6,5.8,5,6.5,109
450338,0.6,5.4,5,6.5,28
566945,1.529,7.6,5,6.5,467
401887,1.601,6.8,5,7.1,64
401887,1.601,6.8,5,7.1,64
483168,"0,6",47.0,,6.9,28
970932,4.199,6.0,5,7.3,608
427481,1.116,4.4,5,4.4,
976438,1.742,6.2,5,6.7,58
500005,7.268,5.8,,7.1,67
970685,1.206,5.6,,5.8,
427625,0.895,7.2,5,,144
499990,2.018,8.8,,7.7,3263
562900,1.063,75.0,5,6.4,289
795804,0.761,6.6,,6.2,35
454440,0.694,6.0,5,7.3,204
822258,1.087,7.6,5,7.1,
1013901,3.39,8.2,5,8.8,134
795281,1.591,5.8,5,6.4,440
348373,1.131,5.6,5,7.4,254
452179,0.6,6.4,5,6.1,41
563815,1.42,8.2,5,7.3,296
1042503,0.6,7.6,5,8.2,18
565535,0.865,56.0,,6.8,84
425487,0.862,5.8,5,4.1,280
483826,1.4,6.6,5,7.4,
1042470,2.271,6.4,5,,1575
1014219,1.817,7.4,5,5.6,334
452230,1.21,5.2,5,6.7,345
1075757,"0,901",4.7,5,4.7,2590
483824,0.6,6.4,5,6.9,120
349200,1.623,6.2,,6.3,632
767332,1.4,6.5,5,5.9,115
802243,1.152,6.2,5,6.0,483
501942,0.849,6.2,5,5.8,91
483836,0.6,4.4,5,5.6,112
564090,a Psychologist,5.6,5,"Comedy, Horror",Foresight Features
425371,2.303,4.4,5,4.2,261
483840,1.03,6.0,5,5.7,232
452021,0.795,3.7,5,3.0,179
564058,0.85,6.6,,6.0,55
426227,2.366,5.2,5,5.9,388
563939,1.252,7.0,5,8.0,32
564009,1.706,5.0,5,2.9,189
1096850,0.618,8.8,5,5.5,
501954,0.72,5.8,5,6.1,614
452095,3.265,8.2,5,6.0,801
562199,2.367,1.4,5,4.8,180
453117,0.747,8.4,5,,126
501599,joy and intensity. Instead,4.2,5,,Steffen Köhn
563151,0.999,6.9,,5.1,13
795092,1.705,6.0,5,5.5,76
563255,1.64,8.7,5,9.3,109
562621,1.373,5.7,5,6.7,552
501696,1.066,6.0,5,7.7,682
425693,0.996,5.5,5,6.7,54
425654,2.182,7.8,5,7.0,302
973883,4.869,6.0,5,6.3,226
795158,1.398,4.6,5,5.8,1071
452404,1.087,7.2,5,4.8,123
822827,0.841,6.8,5,5.4,362
501779,0.813,5.2,5,5.8,152
452299,0.996,8.9,5,7.6,77
563714,1.513,4.6,5,6.2,89
425946,1.492,7.8,5,7.0,26
563341,0.6,7.6,5,6.9,46
563490,a German secret service agent during her assignment abroad in Pakistan recognizes that attacks on civilians in Mumbai are imminent. It does everything in its power to thwart the attacks,4.4,5,Daniel Harrich,"Daniel Harrich, Gert Heidenreich"
501529,1.11,7.2,5,7.1,357
389268,0.911,5.4,5,5.6,
453271,1.882,7.7,5,,
561103,0.6,6.6,5,6.9,83
502152,0.612,6.6,5,7.3,103
502153,2.306,6.8,5,7.2,402
1096416,1.705,5.8,5,7.1,102
975274,1.96,5.4,5,2.5,305
484082,0.948,6.7,5,7.2,63
500967,0.6,5.2,,5.5,64
561072,0.6,6.6,5,5.0,52
561306,one of the most celebrated jazz/folk music pianist's of Northern Europe. The film tracks the pianist's coming greatness through the great masters Schubert,6.4,5,,Swedish
451634,1.405,7.0,5,7.7,131
565016,0.871,6.2,5,5.3,113
502134,0.785,4.4,5,5.4,227
1096469,1.4,7.8,5,8.0,
795526,2.269,6.1,5,5.7,775
426568,2.08,6.0,5,7.8,341
426621,0.82,6.4,5,6.8,172
451327,"1,246",5.6,5,5.9,188
1057016,3.196,7.2,5,6.6,561
451212,1.761,7.4,5,5.4,75
1096318,and the desire dispute of a desperate woman for revenge for love is being staged!  The rich businessman died of illness,5.4,5,China,Mandarin
389115,0.6,5.2,5,6.2,125
560732,0.6,4.4,5,6.9,
565252,0.767,7.6,5,6.1,
1024776,2.348,5.6,5,,554
975395,"1,479",7.0,5,6.8,114
453568,1.268,7.2,5,7.1,
451408,1.62,7.4,5,7.4,
425247,0.6,6.0,5,6.3,586
564402,1.072,6.0,5,7.2,79
502105,1.529,5.2,5,5.9,238
972646,1.917,4.9,5,5.7,2470
426358,0.6,6.4,5,4.7,6
561845,"1,483",8.0,5,7.2,336
561831,0.6,9.4,5,8.4,21
453279,0.782,5.6,5,,
794893,0.875,7.8,5,7.5,992
401704,2.107,4.8,5,5.9,56
767246,0.6,2.0,5,5.1,44
561995,0.6,7.5,5,6.3,12
1056208,0.84,6.2,5,7.0,12
453416,0.6,4.8,5,,51
1096597,"31,64",5.6,5,6.0,1763
564831,1.859,7.0,5,6.8,127
501013,1.257,3.9,5,4.6,72
425222,2.75,5.5,5,5.4,
974792,the family meets up for one last party before the packers and movers take over. However,6.6,5,dysfunctional family,Rahul V. Chittella
561627,0.788,8.4,5,8.4,133
401332,1.077,7.6,5,6.8,42
1024872,"2,345",7.6,,5.9,377
451791,0.6,5.4,5,6.3,461
767809,0.89,5.3,5,6.8,457
451748,1.094,4.2,5,,36
564658,1.4,7.2,5,7.1,363
564686,1.192,5.2,5,4.7,397
568997,1.038,4.3,5,,85
400505,1.936,7.0,5,7.5,258
557597,0.6,5.6,5,,42
428801,2.205,6.2,5,3.0,179
768480,3.487,6.0,5,5.5,202
556881,"0,824",3.7,5,,
557569,"0,6",4.9,5,6.5,
977673,2.362,5.6,5,6.2,2132
503030,0.6,4.8,5,5.2,137
448507,0.901,6.6,5,5.9,119
813647,2.5,4.8,5,4.7,233
969578,2.508,4.0,5,,388
824016,"12,161",5.4,5,5.5,4729
569135,0.6,5.6,5,6.1,9
969451,"1,785",4.1,5,3.5,1364
503072,1.651,3.8,5,5.7,130
499467,1.038,6.8,5,7.1,53
499186,0.805,4.8,5,4.9,204
765712,thanks to his biggest champion,7.6,5,"Cambodia, Pakistan, United Kingdom, United States of America",English
428754,1.135,62.0,5,5.6,134
454998,3.24,60.0,5,6.0,295
428742,1.4,6.2,5,5.4,361
1076443,"this documentary follows him all the way to his debut on the stage of \\""Lollapalooza.\""\""\""""",9.5,5,,8.4
794385,9.07,5.8,5,7.6,677
449224,0.994,8.0,5,Margarita Melgar,6.8
568964,2.118,6.4,5,4.9,311
765773,1.098,6.0,5,6.7,110
499159,"0,825",5.0,5,5.2,2201
402010,1.155,5.8,5,8.0,150
485344,2.212,5.2,5,6.3,210
556764,0.6,76.0,5,6.8,143
502965,"1,091",5.4,5,,352
499158,2.329,7.0,5,7.9,314
449239,1.192,6.2,5,7.6,83
557779,0.842,5.8,5,6.4,239
1015857,2.579,6.8,5,,157
977553,5.442,7.4,5,5.6,142
569889,0.6,4.1,5,4.4,
568973,0.857,6.9,5,7.2,68
570332,1.059,6.0,,5.0,172
428272,0.614,5.9,,6.1,202
785149,0.786,7.4,5,7.5,
388322,1.925,5.0,5,6.2,226
1057635,2.341,7.6,5,4.4,297
448793,"2,265",3.2,5,4.7,25
455147,0.6,6.8,5,5.8,81
455167,0.6,4.8,5,7.2,47
503165,0.817,6.1,5,3.4,403
503267,1.989,7.8,5,5.5,348
455152,"1,367",4.667,5,3.8,282
569643,dance,6.4,5,2.24,/7MKGUf6PqjbgWYQp9KuyddhOhiK.jpg
455197,"0,6",6.7,5,7.0,53
448820,0.947,8.2,,6.1,222
768567,1.172,71.0,5,6.1,256
1015756,1.204,7.2,5,,484
428592,1.246,6.0,5,7.4,48
569911,0.6,7.2,5,7.8,19
768536,1.373,7.4,5,6.7,32
499362,2.035,5.3,5,6.4,513
455048,0.6,3.9,5,3.7,157
485311,0.6,2.9,5,5.0,
1044171,"6,423",8.0,5,6.5,370
448755,1.258,7.4,,5.8,74
1040888,3.442,6.0,5,5.2,234
796120,who follows his village's hairdresser,7.0,5,China,Mandarin
968862,3.329,5.6,5,,551
344528,0.756,7.2,5,7.1,34
821937,1.436,3.583,5,,
503115,0.6,4.2,5,4.6,358
1040882,4.137,5.2,5,5.3,237
428696,0.782,4.8,,1.4,177
557276,0.846,7.7,,4.9,28
448738,"0,6",6.2,5,6.8,118
428434,"0,6",7.6,5,7.5,46
499404,0.613,5.4,5,6.3,79
503308,1.4,7.2,5,,322
1013441,2.19,6.4,5,6.2,865
556982,"0,774",7.6,5,5.4,27
1040893,3.557,5.4,,7.4,372
569454,"0,783",7.8,5,7.6,98
557230,1.764,7.0,5,6.8,330
796126,"especially anyone he's actually trying to help.\"",4.8,5,Ira Fritz", Neal Howard," Anthony Piatek""",4.5
1074896,3.712,5.25,5,5.0,1051
499379,1.528,5.1,5,6.3,181
499164,0.778,5.5,5,6.4,241
424080,0.6,5.8,5,6.8,34
424124,0.715,8.8,5,8.2,34
429044,"1,113",7.0,5,,1152
499668,"0,784",6.2,5,6.2,40
429042,1.4,8.2,5,8.6,
558305,1.746,2.2,5,3.4,
498952,0.6,5.9,,6.3,676
484931,0.6,5.4,5,,53
502875,0.6,6.2,5,5.1,93
429047,1.646,4.8,5,4.4,106
821857,1.079,5.0,5,5.0,47
448120,0.66,6.8,5,6.9,40
423610,0.748,64.0,5,8.3,48
499672,0.869,6.4,5,7.4,19
568287,1.777,2.6,5,2.6,
568342,0.6,6.2,5,,239
568344,2.243,5.2,5,3.6,328
484980,the sexy but deadly Annie Dyer,3.0,5,Steve Lawson,Steve Lawson
558293,"0,827",6.8,5,6.3,157
568389,0.6,5.9,5,7.1,10
970229,1.028,5.3,5,,98
568123,1.67,5.4,5,2.5,297
427905,0.674,7.2,5,4.5,126
427937,1.316,2.4,5,3.2,181
499689,1.368,6.6,5,6.7,151
571029,0.6,7.2,,7.2,14
499678,"0,797",4.2,5,7.3,87
423604,1.569,6.3,5,7.3,166
1094844,2.639,4.8,5,2.7,
765165,0.874,6.6,5,6.9,657
558469,1.013,8.0,5,,341
568132,"0,998",5.2,5,5.3,73
970173,1.921,6.6,5,6.0,93
499776,"2,555",6.6,5,7.9,109
568188,1.4,3.5,5,6.2,67
499714,0.838,2.5,5,2.6,127
1013626,4.848,6.6,5,5.8,
454764,1.255,5.8,5,6.1,118
448419,2.225,4.5,5,4.8,130
570542,1.543,3.9,5,4.0,122
802777,3.871,3.5,5,3.8,1143
1013602,0.925,6.8,5,6.6,1590
765236,1.722,5.0,5,3.7,139
785218,3.162,5.2,5,5.6,850
390837,0.6,7.5,5,8.2,
499554,0.6,5.6,5,6.2,107
424094,0.6,7.4,5,6.7,196
977337,"2,42",68.0,5,,602
556695,1.343,78.0,5,6.0,78
499588,1.752,5.6,5,6.9,1250
768378,1.679,7.2,5,7.0,51
499058,0.6,5.2,5,5.9,20
969880,2.237,5.7,5,4.2,2150
485436,0.6,7.2,5,7.5,169
558117,1.083,6.2,5,4.1,108
390793,1.397,9.0,5,7.5,
878120,2.209,6.0,4,5.1,625
489363,0.6,6.8,4,6.6,82
475425,0.734,5.2,4,6.5,89
475409,0.6,5.5,4,7.0,
482589,"1,087",6.8,,,63
482868,0.6,6.5,4,7.5,66
489375,0.6,7.25,4,5.8,97
403002,"Olympic Pride American Prejudice shows how all 18 are a seminal precursor to the modern Civil Rights Movement.\"",6.2,4,Christopher Englese", Francis Gasperini, Deborah Riley Draper," Rick Smigielski""",7.3
1030969,1.909,6.5,4,,744
481808,"0,958",5.2,4,6.0,182
1025050,0.6,6.2,4,6.3,33
877250,5.19,7.875,4,5.7,
401551,Adrian and Anastasia stumble through a pointless world. They kill time by viewing apartments,3.8,4,identity,Jakob Lass
475371,0.6,7.2,4,7.5,45
695129,1.221,6.5,4,7.7,
482694,0.6,5.8,4,6.5,111
693907,2.483,4.2,4,2.6,267
1031046,4.05,7.2,4,6.5,883
693841,1.986,3.8,4,2.8,1807
489055,"1,702",7.5,,6.5,302
1030157,2.46,5.5,4,5.0,10784
489137,1.715,6.5,4,6.3,
1031039,3.019,6.2,4,5.9,356
396910,0.6,4.9,4,6.2,26
686637,0.6,5.2,4,,269
481775,1.553,6.375,4,5.5,36
402896,0.737,7.125,4,7.1,183
473755,0.6,5.5,4,6.3,84
678359,2.217,5.9,4,5.8,92
1021734,0.918,4.0,4,,251
481573,0.721,7.5,4,7.5,
475304,0.6,5.8,4,5.6,290
402888,1.045,4.5,4,6.0,169
481781,1.337,3.0,4,3.5,2013
490687,2.253,3.0,4,4.5,157
481593,"0,6",7.25,4,8.2,31
483651,0.6,5.5,4,6.2,30
689106,2.829,5.2,4,7.2,154
882603,0.846,5.0,,6.9,194
475397,0.6,5.25,4,4.9,
695138,"\\"" and \""\""The Texas Chainsaw Massacre""",7.0,,"horror filmmaking, sci-fi",Danny Wolf
489414,1.127,71.0,4,6.0,565
1025692,1.4,6.5,4,7.3,130
687336,2.178,6.5,,7.2,
408419,0.716,5.0,4,5.9,43
402459,0.943,3.9,4,2.4,212
678997,2.177,5.8,4,4.8,494
408374,"1,527",7.0,4,5.9,
694456,1.106,3.5,4,6.4,
474675,0.614,3.5,4,3.5,788
490228,0.797,6.2,4,6.1,79
397162,0.73,7.0,4,8.4,33
483201,0.721,5.7,4,7.4,76
397406,"1,69",6.4,4,6.9,140
482955,0.6,6.8,4,6.0,106
483207,0.6,6.4,,7.4,57
397350,0.75,6.9,4,6.5,65
1141492,4.306,7.0,4,6.7,175
408424,0.6,45.0,4,7.1,400
408425,"1,117",6.0,4,5.9,126
474798,0.6,5.2,4,,61
490210,"0,739",6.2,4,5.2,7
482260,1.026,72.0,4,7.0,105
408243,1.909,3.0,4,3.8,291
1025880,1.656,6.0,4,6.4,610
397237,1.096,6.2,4,5.6,19
408205,1.039,6.5,4,7.0,322
688131,1.651,3.375,4,2.9,607
474530,1.047,5.8,4,,133
483032,0.6,6.5,4,6.5,
474575,1.044,6.0,4,,243
694590,"0,6",6.1,4,5.2,45
474579,0.717,4.8,4,4.5,77
482249,0.998,5.2,4,,545
688292,to the servicemen who remember not having to buy a single drink that day,6.2,4,Bruce Vigar,Bruce Vigar
490035,"1,057",6.8,4,5.7,64
694657,"this fascinating deep-dive documentary begins its celebration of the greatest cult movies of all-time discussing the birth of the midnight movie.\"",6.5,4,,7.2
483115,1","327""",6.5,4,6.3,212
483014,1.071,4.2,4,,19
490114,0.789,8.25,,7.8,50
483098,0.772,4.5,4,3.9,238
482248,0.6,5.2,4,6.5,25
402592,0.796,7.2,4,6.4,53
490066,2.705,8.5,4,6.8,73
474648,0.735,4.8,4,6.7,75
474419,1.22,6.5,4,7.0,97
678470,2.727,8.25,4,5.5,2691
686946,1.019,6.8,4,6.6,69
482909,0.985,7.0,4,4.8,254
481897,0.718,4.625,4,5.7,36
482510,0.792,8.5,4,8.7,27
883016,1.369,5.4,4,,34
402045,"0,966",6.2,4,7.5,58
688981,1.128,6.0,4,5.6,84
694059,"2,929",7.0,4,7.8,320
881645,1.106,5.8,4,8.0,2355
408576,1.005,4.2,,3.7,431
481888,1.704,3.5,4,4.8,47
475194,0.6,5.5,4,4.8,177
475208,0.883,7.0,4,6.5,155
678496,1.157,7.0,4,7.7,28
881708,1.892,7.25,4,6.3,775
489454,0.663,3.2,4,2.2,102
695011,1.252,7.8,4,5.8,29
481928,1.925,8.25,4,6.4,540
877907,0.736,4.25,,5.5,46
401804,0.6,4.5,4,6.0,17
402698,1.158,6.0,4,7.1,100
482460,0.718,5.5,4,6.1,39
489834,0.6,8.2,4,7.8,111
678585,2.119,6.0,4,4.6,114
483211,1.393,7.0,4,7.4,251
402434,"1,186",4.875,4,5.9,71
483217,0.6,4.0,4,,117
474884,1.784,6.2,4,4.7,267
474955,3.022,6.8,4,5.7,689
489610,0.765,4.875,4,6.7,68
482477,1.369,6.8,4,5.4,527
1021497,3.842,7.5,,6.0,176
877975,1.482,4.0,4,4.1,412
881901,0.76,5.5,4,5.7,87
882978,2.479,4.8,4,4.8,265
1068702,1.906,6.875,4,5.3,144
397107,0.6,6.5,4,6.3,65
474201,1.699,3.5,4,5.1,142
489682,1.492,71.0,4,7.9,112
407550,0.6,3.5,4,6.5,61
479959,1.346,8.0,4,6.1,85
1027330,"2,655",5.8,4,5.5,2046
400604,"2,679",3.2,4,3.3,106
400622,1.629,6.5,4,6.5,125
884571,0.792,7.5,4,5.8,39
486695,1.06,75.0,4,7.0,18
486709,0.735,7.8,4,5.1,398
485046,0.883,7.6,4,6.7,253
486731,"0,6",5.2,4,5.6,683
682433,2.14,5.6,4,5.1,251
486795,1.277,4.8,4,6.9,68
1022991,1.639,5.25,4,5.0,775
486821,"1,617",6.2,4,5.2,100
399390,"0,6",6.5,4,7.8,173
1027273,3.997,8.0,4,7.0,
480005,1.296,5.6,4,6.8,71
484937,0.6,6.5,4,6.1,53
879734,1.344,5.5,4,5.1,121
478086,0.6,6.25,4,3.7,146
478078,"2,749",8.2,4,5.9,55
1067473,1.455,6.6,4,4.1,418
478051,0.6,4.9,4,6.7,87
486463,1.568,5.2,4,6.0,442
684923,0.6,5.0,4,6.9,58
682836,3.469,5.0,4,2.5,
880478,1.474,5.0,4,5.6,682
482725,"4,33",6.5,,5.3,380
684860,"1,252",6.9,,6.2,12
479776,1.342,7.2,,5.9,337
1028536,2.057,72.5,4,5.1,188
486659,1.669,5.0,4,,317
682748,"0,6",4.2,4,6.5,39
690511,1.463,2.0,,4.4,36
682640,1.349,5.75,4,6.1,74
1066883,0.834,7.2,4,6.4,439
486526,0.739,6.8,4,7.2,160
485085,1.03,7.0,4,7.7,196
486892,0.6,3.5,4,4.7,432
403895,1.79,6.5,4,6.7,31
480318,0.6,28.0,4,5.9,20
477586,0.73,5.0,4,5.1,67
681877,0.814,8.2,4,8.3,195
405790,"they find themselves in the middle of a deadly quarrel with a local family.\"",1.4,4,Eddie Lengyel"," Kris Smith""",2.9
484784,0.6,67.5,4,5.9,
399221,"0,811",7.5,4,6.5,152
480305,0.6,6.8,4,6.6,60
399219,0.6,7.8,4,6.9,361
1024377,"0,867",6.0,4,7.3,200
685222,0.757,6.8,4,6.3,24
403997,1.101,4.0,4,5.3,52
886897,2.822,5.5,4,5.3,154
484734,1.116,6.8,4,6.4,86
681776,1.044,5.6,4,5.9,56
487094,"0,6",7.0,,7.0,8
480331,0.6,8.2,4,7.2,93
879392,1.426,5.8,4,6.2,114
477632,0.6,9.2,,7.9,51
685180,0.994,7.6,4,9.5,15
403977,0.989,6.0,,6.3,178
399279,1.193,2.4,4,4.6,55
405633,2.082,6.5,4,5.4,97
486962,0.773,8.2,4,7.0,560
486949,0.982,3.2,4,3.5,
1027160,3.436,4.5,4,5.0,436
480257,1.119,8.2,4,6.1,192
405747,0.6,4.0,4,5.3,7
405656,1.673,5.5,4,6.1,
484867,1.549,6.2,4,6.2,156
880644,2.07,6.8,4,5.5,662
486435,2.135,5.4,4,6.1,70
884990,0.6,7.0,4,8.7,13
485858,1.109,5.2,4,6.6,129
404518,0.6,5.0,4,7.2,129
485817,1.111,7.25,4,5.9,393
691363,1.538,6.2,4,4.3,203
486397,1.244,5.2,4,,111
485329,0.6,5.25,4,6.8,74
485304,0.809,72.0,4,8.2,34
683594,0.6,7.5,4,8.9,
486030,0.77,8.2,4,7.3,73
683565,1.12,6.8,4,7.2,134
683510,1.335,7.0,4,7.8,163
683602,2.138,6.8,4,7.1,27
478795,0.692,6.8,4,6.3,113
486006,2.701,6.4,,5.6,148
880270,0.6,7.0,4,6.4,48
478762,0.6,5.333,4,4.2,239
404793,0.768,5.8,4,7.4,49
400163,1.127,4.4,4,3.6,193
691228,1.62,3.8,4,,164
485623,0.6,6.2,4,5.9,234
273872,1.921,4.0,4,5.3,53
479311,0.6,5.8,4,7.0,55
404729,1.071,7.0,4,,42
479216,0.718,3.5,4,5.5,
479262,"1,006",8.0,4,7.7,289
479092,"1,669",6.2,4,6.7,62
1023925,3.685,7.2,4,6.7,
485772,"0,6",5.0,4,5.5,
684072,0.72,7.8,4,7.9,8
485803,4.124,72.5,4,7.6,74
479374,0.6,5.0,4,5.6,29
1067207,1.4,7.5,4,4.3,
485659,0.717,5.8,4,6.9,87
684185,1.109,7.5,4,7.3,30
400280,1.01,6.8,4,6.2,31
404782,"1,64",4.8,4,3.0,254
879956,0.732,5.2,4,6.1,129
400484,1.024,6.5,4,6.2,160
479634,0.6,6.75,4,7.2,24
405266,1.159,5.75,4,6.4,131
486299,0.775,3.8,4,4.9,109
479608,0.6,10.0,4,5.8,20
1023428,1.751,7.6,4,7.7,345
405235,"1,4",9.2,4,6.6,56
683075,1.054,6.8,4,7.6,56
485192,1.606,6.5,4,5.5,403
486267,0.706,6.0,4,6.9,94
1024176,2.66,6.8,4,6.3,1522
479707,1.144,5.0,4,6.6,111
478138,0.6,4.2,4,,62
879803,1.414,5.6,4,6.5,
479645,0.6,5.5,4,6.7,57
1069937,1.4,4.6,4,6.5,3813
690597,0.86,6.3,4,8.7,74
404436,0.92,6.8,,6.6,33
478538,0.976,7.5,4,6.0,
1028176,1.755,7.5,4,5.9,523
684471,1.862,6.9,4,5.6,90
684509,1.08,5.2,4,5.4,413
405131,0.6,4.0,,7.3,165
683379,1.374,5.0,4,5.2,89
885742,1.982,8.8,4,7.0,147
404490,1.216,5.2,4,5.1,122
683421,1.704,5.5,4,4.2,289
478619,0.776,9.0,,7.2,107
404489,hunts down specific human targets with the help of Molosstrap. But in a world completely run by the shadowy hands of the pharmaceutical industry,4.4,4,"cult, alternative, psychedelic",Pat Tremblay
478599,1.0,3.75,4,7.0,428
405036,2.637,6.0,4,5.8,263
1024038,2.06,5.5,4,5.8,
683407,2.934,7.0,4,6.6,
879879,2.559,4.0,4,2.8,355
691542,"1,116",8.8,4,8.5,425
404446,Ireland,7.5,4,Documentary,"Moviementa Productions, Infowar Productions"
398338,0.803,5.2,4,6.8,255
403307,1.452,4.5,4,6.3,75
680046,1.92,59.0,4,4.6,155
680113,1.64,5.2,4,7.6,99
398399,0.6,6.8,4,7.4,33
693354,1.36,7.5,4,,199
481004,"0,773",5.5,4,6.7,82
689687,0.806,4.8,4,5.0,131
398390,0.6,5.0,4,5.6,156
401408,1.878,8.0,4,7.6,242
476240,0.735,7.2,4,6.4,46
888110,0.6,7.375,4,,36
679933,1.569,5.0,4,6.5,53
476241,0.986,5.0,4,6.1,161
481132,"one of the world’s most rare diamonds.\"",4.75,4,Dimitris Evlampidis"," Apollonia Tsanta""",
1029621,"3,448",6.0,4,5.7,857
488321,0.6,5.5,4,6.0,41
476484,0.6,7.9,4,4.3,950
488150,0.6,6.2,4,6.1,49
476446,1.041,6.9,4,,
476418,0.6,5.2,4,6.8,44
680486,0.932,9.5,4,7.1,74
1029465,1.388,6.5,4,,396
1029445,"she's torn between her boyfriend and her new found love.\"",5.8,4,Cyril Ramos"," Michelle Ngu""",4.8
403383,3.301,6.0,4,6.6,271
476416,0.6,5.5,,7.3,11
680293,1.081,5.3,4,4.8,268
476343,"0,6",6.2,4,6.0,67
398441,0.752,6.5,4,7.1,132
680287,1.533,8.1,4,5.3,274
680286,1.985,3.75,4,4.0,318
1022181,"1,979",5.8,4,5.3,517
680314,ancient and humble creation story,5.8,4,"Cinemon Entertainment, Les Batelières Productions",Hungary
398472,0.6,6.1,4,6.1,29
398470,0.6,3.1,4,3.1,239
1024836,2.047,4.25,4,3.3,442
480975,1.368,55.0,,,
680366,2.946,5.2,4,5.3,405
477408,0.968,5.25,4,5.3,258
881351,"who takes on the role of the \\""summer bee\""\"""," Welcome to the big drama of the little pollen collectors!\""""",84.0,4,"Dennis Wells, Heike Sperling, Claudia Brendler",
693699,1.043,5.0,4,5.7,154
276136,1.272,4.0,4,6.0,109
1024961,2.25,3.75,4,6.4,282
878327,1.4,6.5,4,6.4,628
693594,"3,045",5.25,,5.1,628
403059,0.772,5.2,4,7.3,93
488733,1.106,6.2,4,7.3,75
481441,0.6,6.2,,7.0,
686329,1.338,5.75,4,4.9,139
679723,0.617,6.4,4,7.2,28
475871,1.134,5.0,4,4.8,222
481330,1.494,3.8,4,,3624
488548,1.114,5.2,4,5.4,221
475997,1.289,7.0,4,7.5,35
1029773,TV’s number one dating show,4.2,4,,Tim Cruz
679732,3.278,6.8,4,5.6,497
483808,3.185,6.2,4,,72
407348,0.6,7.2,4,,63
1021968,"4,901",8.25,4,,691
407342,"1,055",4.2,4,2.5,348
480896,0.773,6.8,4,6.6,
1026958,2.51,5.875,4,3.7,445
690101,0.792,5.5,4,4.8,159
487428,0.6,3.2,,2.7,241
487441,"0,829",5.8,4,6.6,228
406111,0.6,5.0,4,5.6,157
487383,1.711,5.5,4,5.3,1016
1022693,"0,783",8.5,4,8.2,14
681582,0.6,5.8,4,,51
406226,0.695,5.8,4,7.0,34
484464,0.782,5.9,4,6.8,23
398811,0.6,5.8,4,,139
484454,"0,6",5.8,4,6.9,25
887178,1.232,7.1,4,7.2,17
484471,2.147,4.9,4,4.9,62
477096,0.82,3.5,4,4.6,47
487472,0.6,5.2,4,6.6,128
1029110,1.889,6.8,4,5.4,369
484567,0.643,6.2,4,6.1,36
480474,1.4,5.75,4,7.4,51
487262,1.948,6.2,4,8.2,51
1028944,2.721,6.5,4,5.4,
886912,"1,251",4.5,4,5.1,88
399067,0.6,7.0,4,6.2,28
399097,1.339,6.5,4,,335
477337,1.072,72.5,4,5.9,1389
400811,just prior to the 2014 Winter Olympics,5.25,4,0.6,/zgze5VlNhUKubxy9zXPvRVsBXDl.jpg
477342,2.673,4.2,4,2.7,
1028913,1.952,7.8,4,5.7,318
406017,"1,115",6.2,4,6.3,91
403789,0.661,4.9,4,5.7,353
484603,1.511,7.5,4,5.7,106
399048,0.6,6.2,4,6.8,17
477287,0.736,4.5,4,3.2,1357
398626,0.6,4.5,4,4.3,629
476796,0.664,5.2,4,5.2,102
680658,2.436,6.25,,,442
480821,0.6,7.5,4,7.6,79
398643,"1,107",5.0,,4.9,46
487855,0.637,5.75,4,6.6,15
476656,"1,537",5.0,4,5.3,178
406561,0.6,7.5,4,6.3,372
476609,0.6,5.8,4,6.9,
476606,1.256,7.8,4,7.0,58
476562,2.421,8.1,,7.3,44
406580,1.578,6.2,4,6.6,463
484208,0.637,5.8,4,,139
480866,0.63,8.2,4,7.7,63
487956,0.6,6.8,4,6.5,187
887655,0.6,6.0,,6.6,81
884000,1.024,6.6,4,,2012
680591,1.16,7.2,4,7.8,242
881077,2.649,7.25,4,6.6,363
884057,1.237,4.0,4,5.9,31
487740,"0,992",3.2,4,5.5,471
1026838,1.469,7.625,4,7.1,90
480715,"0,718",7.75,4,5.7,237
1024572,1.506,6.8,,6.2,116
690037,"0,6",8.4,4,6.7,201
692724,1.621,6.5,4,5.5,
476860,2.476,5.8,4,5.1,306
476895,1.15,6.8,4,7.0,118
689962,1.036,7.2,4,6.5,124
484038,2.108,7.4,4,7.8,1151
427506,1.162,5.0,4,4.6,343
716854,1.253,6.5,4,5.7,153
427562,1.333,6.9,4,2.3,187
450226,0.6,5.5,4,,76
427573,"1,55",7.8,4,4.1,92
716799,3.973,4.5,4,6.4,115
427427,0.6,6.3,4,5.8,79
